City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Semirom,IR,2021-10-30 04:11:27,31.4167,51.5667,46.92,50,8,3.76
282,Cherdyn,RU,2021-10-30 04:11:27,60.403,56.4787,25.39,95,100,8.95
283,Pietarsaari,FI,2021-10-30 04:11:27,63.65,22.6833,48.88,89,98,1.01
284,Constitucion,CL,2021-10-30 04:11:28,-35.3333,-72.4167,58.28,62,99,9.44
285,Baherden,TM,2021-10-30 04:11:28,38.4362,57.4316,55.81,40,36,2.35
286,Tromso,NO,2021-10-30 04:11:28,69.6496,18.957,32.38,93,0,3.44
287,Berlevag,NO,2021-10-30 04:11:28,70.8578,29.0864,39.9,85,57,26.8
288,Pozega,HR,2021-10-30 04:11:29,45.3403,17.6853,36.77,84,0,1.41
289,Teguise,ES,2021-10-30 04:11:29,29.0605,-13.564,59.22,82,0,5.75
290,Huangchuan,CN,2021-10-30 04:11:29,32.1272,115.0394,72.61,44,0,2.06
291,Deep River,CA,2021-10-30 04:11:30,46.1001,-77.4995,41.43,84,68,3.87
292,Coihaique,CL,2021-10-30 04:11:30,-45.5752,-72.0662,37.35,70,0,5.75
293,Ilulissat,GL,2021-10-30 04:11:30,69.2167,-51.1,26.62,80,40,2.3
294,Pandan,PH,2021-10-30 04:11:30,14.0453,124.1694,84.31,68,98,13.65
295,Banda Aceh,ID,2021-10-30 04:11:31,5.5577,95.3222,77.54,89,100,9.75
296,Idil,TR,2021-10-30 04:11:31,37.3411,41.8895,59.29,63,100,3.94
297,Port Elizabeth,ZA,2021-10-30 04:11:31,-33.918,25.5701,63.1,83,59,14.99
298,Buala,SB,2021-10-30 04:11:32,-8.145,159.5921,85.73,71,66,10.54
299,Brigantine,US,2021-10-30 04:11:32,39.4101,-74.3646,66.02,86,75,13.8
300,Berdigestyakh,RU,2021-10-30 04:11:32,62.0989,126.6992,12.69,78,93,6.69
301,Buraydah,SA,2021-10-30 04:11:33,26.326,43.975,71.78,27,3,9.04
302,Clyde River,CA,2021-10-30 04:11:33,70.4692,-68.5914,26.65,97,100,2.95
303,Port-Cartier,CA,2021-10-30 04:11:33,50.0334,-66.8654,40.39,57,0,3.2
304,Havre,FR,2021-10-30 04:11:34,49.5833,0.3333,54.34,94,0,8.05
305,Bluefields,NI,2021-10-30 04:11:34,12.0137,-83.7635,76.06,91,93,2.84
306,Humaita,BR,2021-10-30 04:11:34,-7.5061,-63.0208,73.78,88,31,1.83
307,Ellisras,ZA,2021-10-30 04:11:35,-23.6649,27.7443,68.58,70,100,2.66
308,Lompoc,US,2021-10-30 04:09:22,34.6391,-120.4579,62.1,97,90,4.61
309,Pyshchug,RU,2021-10-30 04:11:35,58.8873,45.7134,42.26,92,100,10.38
310,Port Blair,IN,2021-10-30 04:11:35,11.6667,92.75,84.78,71,99,8.16
311,Gambela,ET,2021-10-30 04:11:36,8.25,34.5833,70.16,80,51,4.43
312,Cintalapa,MX,2021-10-30 04:11:36,16.6951,-93.7272,64.2,89,89,5.17
313,Yingcheng,CN,2021-10-30 04:11:36,30.95,113.55,73.36,42,0,2.91
314,Jesup,US,2021-10-30 04:11:37,31.6074,-81.8854,56.68,93,1,0.0
315,Ust-Karsk,RU,2021-10-30 04:11:37,52.7011,118.8077,34.43,39,0,1.7
316,Mont-Dore,NC,2021-10-30 04:11:37,-22.2833,166.5833,82.38,60,44,8.19
317,Rio Grande,BR,2021-10-30 04:11:38,-32.035,-52.0986,66.94,85,6,19.46
318,Rapina,EE,2021-10-30 04:11:38,58.0981,27.4636,43.09,90,79,6.73
319,Vrangel,RU,2021-10-30 04:11:38,42.7297,133.0839,55.04,74,100,7.18
320,Inta,RU,2021-10-30 04:12:38,66.0317,60.1659,10.09,97,99,2.3
321,Hlotse,LS,2021-10-30 04:12:39,-28.8718,28.045,51.93,81,0,3.33
322,Mananjary,MG,2021-10-30 04:12:39,-21.2167,48.3333,69.53,74,98,5.68
323,Makakilo City,US,2021-10-30 04:12:39,21.3469,-158.0858,77.32,68,20,6.91
324,Sao Jose Da Coroa Grande,BR,2021-10-30 04:08:45,-8.8978,-35.1478,74.52,76,17,7.67
325,Jiaonan,CN,2021-10-30 04:12:40,35.8786,119.9753,67.98,51,0,6.78
326,Vanavara,RU,2021-10-30 04:12:40,60.34,102.2797,33.31,69,100,10.38
327,Gornopravdinsk,RU,2021-10-30 04:12:40,60.05,69.9,18.39,87,63,9.71
328,Naze,JP,2021-10-30 04:12:41,28.3667,129.4833,72.3,62,92,9.13
329,Bialogard,PL,2021-10-30 04:12:41,54.007,15.9875,43.75,68,36,8.34
330,Asilah,MA,2021-10-30 04:12:41,35.465,-6.0348,66.16,86,96,16.08
331,Chernyshevskiy,RU,2021-10-30 04:12:42,63.0128,112.4714,19.98,76,100,7.52
332,Mujiayingzi,CN,2021-10-30 04:12:42,42.1167,118.7833,56.95,38,100,0.83
333,Fare,PF,2021-10-30 04:12:42,-16.7,-151.0167,78.4,73,59,16.53
334,Lavrentiya,RU,2021-10-30 04:12:42,65.5833,-171.0,15.28,83,100,5.88
335,Alofi,NU,2021-10-30 04:12:43,-19.0595,-169.9187,76.75,60,100,16.11
336,Tigzirt,DZ,2021-10-30 04:12:43,36.8886,4.1198,67.87,54,86,7.07
337,Pinyug,RU,2021-10-30 04:12:43,60.251,47.7842,42.3,94,100,10.8
338,Ibaiti,BR,2021-10-30 04:12:44,-23.8486,-50.1878,59.72,83,85,8.21
339,Fairbanks,US,2021-10-30 04:09:32,64.8378,-147.7164,18.3,90,20,0.0
340,Trinidad,BO,2021-10-30 04:12:44,-14.8333,-64.9,77.22,75,19,3.36
341,Den Helder,NL,2021-10-30 04:12:44,52.9599,4.7593,53.08,97,90,8.01
342,Caborca,MX,2021-10-30 04:12:45,30.5838,-111.101,67.86,27,0,1.77
343,Chabahar,IR,2021-10-30 04:12:45,25.2919,60.643,81.21,48,0,4.79
344,Bathsheba,BB,2021-10-30 04:12:45,13.2167,-59.5167,77.61,78,20,5.75
345,Viransehir,TR,2021-10-30 04:12:46,37.2353,39.7631,59.41,68,100,8.14
346,Kommunisticheskiy,RU,2021-10-30 04:12:46,61.6789,64.4819,17.55,83,56,5.5
347,Miracema Do Tocantins,BR,2021-10-30 04:12:46,-9.5618,-48.3967,80.08,48,44,3.65
348,Bendigo,AU,2021-10-30 04:12:47,-36.7667,144.2833,58.64,42,69,7.0
349,Kamsack,CA,2021-10-30 04:12:47,51.5667,-101.9009,36.39,96,100,10.0
350,Marienburg,PL,2021-10-30 04:12:47,54.0359,19.0266,44.89,59,9,9.73
351,Orimattila,FI,2021-10-30 04:12:48,60.8049,25.7296,48.02,95,79,4.97
352,Ketchikan,US,2021-10-30 04:12:48,55.3422,-131.6461,43.27,87,90,5.75
353,Sitka,US,2021-10-30 04:12:48,57.0531,-135.33,40.89,81,90,8.05
354,Along,IN,2021-10-30 04:11:17,28.1667,94.7667,78.51,40,3,0.63
355,San Andres,CO,2021-10-30 04:11:26,12.5847,-81.7006,80.62,89,40,2.3
356,Naryan-Mar,RU,2021-10-30 04:12:49,67.6713,53.087,16.25,79,100,10.6
357,Nichinan,JP,2021-10-30 04:12:49,31.6,131.3667,71.35,59,54,8.55
358,Yukhnov,RU,2021-10-30 04:12:50,54.7444,35.2297,44.8,95,95,7.81
359,Maksatikha,RU,2021-10-30 04:12:50,57.797,35.8825,44.38,93,99,8.61
360,Kununurra,AU,2021-10-30 04:12:50,-15.7667,128.7333,96.78,44,10,10.36
361,Ziguinchor,SN,2021-10-30 04:12:51,12.5833,-16.2719,78.08,82,99,4.09
362,Powell,US,2021-10-30 04:11:24,40.1578,-83.0752,56.12,97,90,3.44
363,Bemidji,US,2021-10-30 04:11:47,47.4736,-94.8803,44.28,82,1,4.61
364,Norman Wells,CA,2021-10-30 04:12:51,65.282,-126.8329,17.38,98,93,1.81
365,Hamilton,US,2021-10-30 04:08:13,39.1834,-84.5333,56.98,97,90,0.0
366,Talnakh,RU,2021-10-30 04:12:51,69.4865,88.3972,18.41,95,100,7.7
367,Encinitas,US,2021-10-30 04:12:52,33.037,-117.292,70.68,88,90,1.99
368,Muros,ES,2021-10-30 04:13:52,42.7762,-9.0603,60.24,96,100,9.04
369,Hami,CN,2021-10-30 04:11:03,42.8,93.45,55.18,32,92,3.44
370,The Valley,AI,2021-10-30 04:09:37,18.217,-63.0578,80.1,66,1,11.03
371,San Juan,AR,2021-10-30 04:12:07,-31.5375,-68.5364,79.84,32,41,5.7
372,Puerto Narino,CO,2021-10-30 04:13:53,-3.7703,-70.3831,76.95,98,29,2.3
373,Braganca,BR,2021-10-30 04:13:53,-1.0536,-46.7656,72.66,98,73,1.25
374,Habiganj,BD,2021-10-30 04:13:53,24.3833,91.4167,82.45,64,41,2.19
375,Zaltan,LY,2021-10-30 04:13:54,32.947,11.8665,66.99,60,1,9.84
376,Antofagasta,CL,2021-10-30 04:13:22,-23.65,-70.4,60.08,73,23,2.89
377,Hammerfest,NO,2021-10-30 04:13:54,70.6634,23.6821,39.65,75,90,17.27
378,Zhanakorgan,KZ,2021-10-30 04:13:54,43.9098,67.2495,46.0,58,0,2.17
379,Usinsk,RU,2021-10-30 04:13:55,65.9939,57.5281,5.72,94,97,8.05
380,Gushikawa,JP,2021-10-30 04:13:55,26.3544,127.8686,81.99,55,1,12.66
381,Hervey Bay,AU,2021-10-30 04:13:55,-25.2986,152.8535,86.04,80,58,18.68
382,Ca Mau,VN,2021-10-30 04:13:55,9.1769,105.15,84.74,77,82,11.45
383,Paita,PE,2021-10-30 04:13:56,-5.0892,-81.1144,64.96,84,75,10.71
384,Nelson Bay,AU,2021-10-30 04:13:56,-32.7167,152.15,68.11,62,100,5.99
385,Port Hardy,CA,2021-10-30 04:13:56,50.6996,-127.4199,44.04,74,8,6.73
386,Zabol,AF,2021-10-30 04:13:57,32.25,67.25,52.3,32,0,6.76
387,Rafaela,AR,2021-10-30 04:13:57,-31.2503,-61.4867,75.97,48,15,1.01
388,Smithers,CA,2021-10-30 04:13:57,54.7804,-127.1743,29.75,87,34,2.3
389,Ofaqim,IL,2021-10-30 04:13:58,31.3141,34.6203,67.75,77,100,1.54
390,Bay Roberts,CA,2021-10-30 04:13:58,47.5999,-53.2648,40.33,94,98,5.01
391,Dalby,AU,2021-10-30 04:13:58,-27.1833,151.2667,91.98,32,77,3.0
392,Payakumbuh,ID,2021-10-30 04:13:58,-0.2202,100.6308,83.53,67,99,1.74
393,Anadyr,RU,2021-10-30 04:13:59,64.75,177.4833,0.1,84,40,13.0
394,Charters Towers,AU,2021-10-30 04:13:59,-20.1,146.2667,97.92,23,3,3.71
395,Sur,OM,2021-10-30 04:13:59,22.5667,59.5289,81.79,42,16,3.62
396,Pitimbu,BR,2021-10-30 04:14:00,-7.4706,-34.8086,75.79,74,81,12.3
397,Ulcinj,ME,2021-10-30 04:14:00,41.9294,19.2244,43.02,60,0,6.4
398,Caribou,US,2021-10-30 04:14:00,46.8606,-68.012,38.17,77,1,3.44
399,Sao Filipe,CV,2021-10-30 04:14:01,14.8961,-24.4956,78.22,75,99,8.14
400,Catuday,PH,2021-10-30 04:14:01,16.2923,119.8062,83.26,61,87,5.82
401,Sambava,MG,2021-10-30 04:14:02,-14.2667,50.1667,74.46,86,100,8.63
402,Mangrol,IN,2021-10-30 04:09:10,21.1167,70.1167,80.78,39,63,12.71
403,Vardo,NO,2021-10-30 04:14:02,70.3705,31.1107,37.51,77,12,23.49
404,Orotukan,RU,2021-10-30 04:14:02,62.2667,151.7,11.37,95,100,3.09
405,Migori,KE,2021-10-30 04:14:03,-1.0634,34.4731,67.1,68,100,4.88
406,Spas-Klepiki,RU,2021-10-30 04:14:03,55.1347,40.1767,44.85,94,100,8.97
407,Fiditi,NG,2021-10-30 04:13:15,7.7136,3.9172,71.74,97,100,2.66
408,Sri Aman,MY,2021-10-30 04:14:03,1.2376,111.4621,77.97,89,100,2.42
409,Iquique,CL,2021-10-30 04:14:04,-20.2208,-70.1431,59.04,70,20,4.0
410,Verkhnevilyuysk,RU,2021-10-30 04:14:04,63.4453,120.3167,13.37,71,9,3.11
411,Palembang,ID,2021-10-30 04:14:04,-2.9167,104.7458,87.89,70,20,4.61
412,Kurilsk,RU,2021-10-30 04:15:05,45.2333,147.8833,48.76,80,82,11.05
413,Kainantu,PG,2021-10-30 04:15:05,-6.2887,145.8655,74.62,64,100,3.71
414,Robat Karim,IR,2021-10-30 04:15:06,35.4846,51.0829,58.86,65,100,3.94
415,Passo De Camaragibe,BR,2021-10-30 04:15:06,-9.2368,-35.4901,71.15,85,10,2.35
416,Le Pradet,FR,2021-10-30 04:15:07,43.1066,6.0172,64.09,87,75,16.11
417,Vryheid,ZA,2021-10-30 04:15:07,-27.7695,30.7917,60.3,78,0,2.15
418,Belmonte,BR,2021-10-30 04:15:07,-15.8631,-38.8828,73.9,88,18,5.17
419,Nizwa,OM,2021-10-30 04:15:07,22.9333,57.5333,77.61,31,3,1.61
420,Erenhot,CN,2021-10-30 04:15:08,43.6475,111.9767,41.9,45,97,12.46
421,Derzhavinsk,KZ,2021-10-30 04:15:08,51.1,66.3167,38.05,93,100,8.21
422,Northam,GB,2021-10-30 04:15:08,51.0333,-4.2167,52.02,95,100,12.93
423,Saint-Pierre,RE,2021-10-30 04:15:09,-21.3393,55.4781,76.64,75,40,3.44
424,Segou,ML,2021-10-30 04:15:09,13.4317,-6.2157,83.55,50,98,4.72
425,Matadi,CD,2021-10-30 04:15:09,-5.8167,13.45,75.81,88,100,1.99
426,Esil,KZ,2021-10-30 04:15:10,51.9556,66.4042,33.49,74,100,1.99
427,Qaqortoq,GL,2021-10-30 04:15:10,60.7167,-46.0333,25.3,88,43,4.14
428,Guiglo,CI,2021-10-30 04:15:10,6.5456,-7.4966,70.7,100,100,0.85
429,Cianorte,BR,2021-10-30 04:15:11,-23.6633,-52.605,68.94,85,99,8.14
430,Tena,EC,2021-10-30 04:15:11,-0.9833,-77.8167,67.1,96,69,3.11
431,El Alto,PE,2021-10-30 04:15:11,-4.2714,-81.2147,64.17,85,87,14.85
432,Sibolga,ID,2021-10-30 04:15:11,1.7427,98.7792,86.95,62,94,4.94
433,Port Macquarie,AU,2021-10-30 04:15:12,-31.4333,152.9167,71.89,74,92,11.48
434,Kushima,JP,2021-10-30 04:15:12,31.4583,131.2333,72.91,57,45,9.1
435,Simao,CN,2021-10-30 04:15:12,22.7886,100.9748,68.76,90,32,3.18
436,Carballo,ES,2021-10-30 04:15:13,43.213,-8.691,58.91,95,100,3.06
437,Severo-Kurilsk,RU,2021-10-30 04:15:13,50.6789,156.125,41.67,82,55,19.51
438,Buctzotz,MX,2021-10-30 04:15:13,21.2,-88.7833,68.86,69,59,2.98
439,San Francisco,US,2021-10-30 04:14:27,37.7749,-122.4194,65.23,90,75,1.99
440,Pochutla,MX,2021-10-30 04:15:14,15.7432,-96.4661,77.83,93,58,3.56
441,Teya,RU,2021-10-30 04:15:14,60.3778,92.6267,32.2,90,100,12.77
442,College,US,2021-10-30 04:15:14,64.8569,-147.8028,20.21,89,20,0.0
443,Sunrise Manor,US,2021-10-30 04:15:15,36.2111,-115.0731,71.19,36,1,4.61
444,Olawa,PL,2021-10-30 04:15:15,50.9466,17.2926,49.89,60,2,5.7
445,Tsumeb,NA,2021-10-30 04:15:15,-19.2333,17.7167,71.15,51,58,2.01
446,Cayenne,GF,2021-10-30 04:15:16,4.9333,-52.3333,82.09,80,64,4.0
447,Sal Rei,CV,2021-10-30 04:15:16,16.1833,-22.9167,75.76,81,100,13.27
448,Camocim,BR,2021-10-30 04:15:16,-2.9022,-40.8411,77.74,79,49,5.84
449,Panalingaan,PH,2021-10-30 04:15:17,8.7842,117.4231,85.59,70,97,4.79
450,Karratha,AU,2021-10-30 04:15:17,-20.7377,116.8463,86.14,25,0,15.77
451,Chokwe,MZ,2021-10-30 04:15:17,-24.5333,32.9833,68.94,62,86,9.24
452,Lagoa,PT,2021-10-30 04:15:18,39.05,-27.9833,68.41,89,81,22.21
453,Kidal,ML,2021-10-30 04:15:18,18.4411,1.4078,81.64,15,24,7.94
454,Fuente Palmera,ES,2021-10-30 04:15:18,37.7049,-5.0996,66.22,89,100,19.64
455,Zhezkazgan,KZ,2021-10-30 04:15:18,47.8043,67.7144,40.46,61,98,8.95
456,Pelaya,CO,2021-10-30 04:15:19,8.6882,-73.6645,72.16,92,78,1.9
457,Itaituba,BR,2021-10-30 04:15:19,-4.2761,-55.9836,75.29,82,46,1.34
458,Simpang,ID,2021-10-30 04:15:19,-1.2667,104.0833,84.11,76,100,2.44
459,Ishigaki,JP,2021-10-30 04:15:20,24.3448,124.1572,80.73,61,75,10.36
460,Arys,KZ,2021-10-30 04:15:20,42.4252,68.795,48.42,67,0,5.08
461,Port-Gentil,GA,2021-10-30 04:16:20,-0.7193,8.7815,79.14,84,99,7.47
462,Beipiao,CN,2021-10-30 04:16:21,41.7919,120.7792,61.27,42,30,0.25
463,Yichang,CN,2021-10-30 04:16:21,30.7144,111.2847,72.95,48,3,1.66
464,Biharamulo,TZ,2021-10-30 04:16:21,-2.6319,31.3089,62.83,79,95,1.86
465,Havre-Saint-Pierre,CA,2021-10-30 04:16:22,50.2334,-63.5986,41.0,86,1,5.75
466,Labuhan,ID,2021-10-30 04:16:22,-6.8844,112.2051,88.34,61,94,4.76
467,Pacific Grove,US,2021-10-30 04:16:22,36.6177,-121.9166,64.8,91,75,1.99
468,Khani,GE,2021-10-30 04:16:23,41.9563,42.9566,40.57,81,37,4.29
469,Las Cruces,US,2021-10-30 04:16:23,32.3123,-106.7783,68.97,27,1,1.01
470,Adeje,ES,2021-10-30 04:16:23,28.1227,-16.726,68.97,66,20,6.91
471,Ngunguru,NZ,2021-10-30 04:16:24,-35.6167,174.5,66.16,70,100,12.17
472,Iquitos,PE,2021-10-30 04:14:48,-3.7481,-73.2472,73.44,94,20,0.0
473,Akyab,MM,2021-10-30 04:16:24,20.15,92.9,84.15,73,35,2.24
474,Chilca,PE,2021-10-30 04:16:25,-12.5211,-76.7372,63.61,91,55,6.4
475,Angola,AO,2021-10-30 04:16:25,-12.5,18.5,60.84,97,53,3.0
476,Sorland,NO,2021-10-30 04:16:25,67.667,12.6934,46.09,75,100,25.21
477,Havelock,US,2021-10-30 04:16:26,34.8791,-76.9013,68.95,60,34,10.78
478,Emerald,AU,2021-10-30 04:16:26,-23.5333,148.1667,95.34,31,69,7.72
479,Sao Felix Do Xingu,BR,2021-10-30 04:16:26,-6.6447,-51.995,73.98,65,51,2.93
480,Doha,QA,2021-10-30 04:16:26,25.2867,51.5333,84.18,68,0,5.75
481,Zlocieniec,PL,2021-10-30 04:16:27,53.5329,16.0113,40.69,87,13,7.27
482,Sosnovo-Ozerskoye,RU,2021-10-30 04:16:27,52.5249,111.5418,32.47,38,8,6.13
483,Itoman,JP,2021-10-30 04:16:28,26.1247,127.6694,82.78,58,40,10.36
484,Birin,NP,2021-10-30 04:16:28,26.8865,88.0718,64.06,53,0,3.87
485,Phalaborwa,ZA,2021-10-30 04:16:28,-23.943,31.1411,69.08,49,53,6.6
486,Pimentel,PE,2021-10-30 04:16:28,-6.8367,-79.9342,62.91,89,96,10.76
487,Alice Springs,AU,2021-10-30 04:16:29,-23.7,133.8833,80.15,17,93,18.41
488,Khalkhal,IR,2021-10-30 04:16:29,37.6189,48.5258,44.73,80,71,4.76
489,Paramonga,PE,2021-10-30 04:16:29,-10.6667,-77.8333,62.71,89,66,6.55
490,Kulob,TJ,2021-10-30 04:16:30,37.9145,69.783,54.36,50,0,4.47
491,West Haven,US,2021-10-30 04:16:30,41.2706,-72.9471,55.09,88,90,6.91
492,Gao,ML,2021-10-30 04:16:30,16.6362,1.637,82.4,16,32,7.9
493,Lanzhou,CN,2021-10-30 04:16:31,36.0564,103.7922,56.48,48,77,4.25
494,Xinzhou,CN,2021-10-30 04:16:31,38.4092,112.7333,57.27,28,76,1.57
495,Ewo,CG,2021-10-30 04:16:31,-0.8725,14.8206,70.74,95,100,2.37
496,Rawson,AR,2021-10-30 04:16:32,-43.3002,-65.1023,66.49,39,0,17.27
497,Ozernovskiy,RU,2021-10-30 04:16:32,51.5,156.5167,41.85,76,9,15.93
498,Ilo,PE,2021-10-30 04:16:32,-17.6394,-71.3375,63.19,84,24,5.59
499,Tazovskiy,RU,2021-10-30 04:16:32,67.4667,78.7,14.22,93,97,3.36
500,Canavieiras,BR,2021-10-30 04:16:33,-15.675,-38.9472,70.66,92,23,3.42
501,Mae Tha,TH,2021-10-30 04:16:33,18.4646,99.1403,80.89,63,94,1.21
502,Daru,PG,2021-10-30 04:16:34,-9.0763,143.2092,85.6,70,80,10.04
503,Monywa,MM,2021-10-30 04:16:34,22.1167,95.1333,84.0,66,8,4.52
504,Oranjemund,NA,2021-10-30 04:16:34,-28.55,16.4333,57.58,85,0,6.46
505,Saint-Augustin,CA,2021-10-30 04:16:34,51.226,-58.6502,39.72,54,0,3.51
506,Chicama,PE,2021-10-30 04:16:35,-7.8447,-79.1469,59.54,83,79,5.41
507,Namatanai,PG,2021-10-30 04:16:35,-3.6667,152.4333,85.14,70,98,7.45
508,Igurubi,TZ,2021-10-30 04:16:35,-4.0,33.7,75.67,53,56,9.26
509,Abatskoye,RU,2021-10-30 04:17:36,56.2875,70.4555,24.58,65,44,11.61
510,Udachnyy,RU,2021-10-30 04:17:36,66.4167,112.4,6.03,91,100,8.08
511,Oistins,BB,2021-10-30 04:16:40,13.0667,-59.5333,77.09,78,20,5.75
512,Alenquer,BR,2021-10-30 04:17:36,-1.9417,-54.7383,77.34,86,48,1.77
513,Canutama,BR,2021-10-30 04:17:37,-6.5339,-64.3831,77.63,76,90,2.46
514,Tual,ID,2021-10-30 04:17:37,-5.6667,132.75,84.15,71,84,7.14
515,Tautira,PF,2021-10-30 04:17:37,-17.7333,-149.15,78.82,77,64,14.81
516,Comodoro Rivadavia,AR,2021-10-30 04:17:38,-45.8667,-67.5,44.46,81,90,20.71
517,Santa Vitoria Do Palmar,BR,2021-10-30 04:17:38,-33.5189,-53.3681,64.62,88,22,12.01
518,Broken Hill,AU,2021-10-30 04:17:38,-31.95,141.4333,66.24,24,0,11.97
519,Barauna,BR,2021-10-30 04:17:39,-5.08,-37.6167,75.56,75,21,10.8
520,Aripuana,BR,2021-10-30 04:17:39,-9.1667,-60.6333,74.05,86,82,1.68
521,Tabas,IR,2021-10-30 04:17:39,33.5959,56.9244,67.91,24,10,1.07
522,Tessalit,ML,2021-10-30 04:17:39,20.1986,1.0114,76.82,28,42,11.1
523,Denpasar,ID,2021-10-30 04:17:10,-8.65,115.2167,83.86,79,75,2.3
524,Porto Ferreira,BR,2021-10-30 04:17:40,-21.8539,-47.4792,65.08,95,29,4.63
525,Zhuravka,UA,2021-10-30 04:17:40,50.4811,32.5949,41.31,82,4,6.49
526,Lubao,PH,2021-10-30 04:17:41,14.9167,120.55,88.14,61,88,9.4
527,Los Llanos De Aridane,ES,2021-10-30 04:17:41,28.6585,-17.9182,64.15,64,0,6.91
528,Omboue,GA,2021-10-30 04:17:41,-1.5746,9.2618,76.06,93,100,5.88
529,Saldanha,ZA,2021-10-30 04:17:41,-33.0117,17.9442,59.52,90,0,8.77
530,Plettenberg Bay,ZA,2021-10-30 04:17:42,-34.0527,23.3716,61.79,79,93,9.95
531,Aleksandrov Gay,RU,2021-10-30 04:17:42,50.147,48.5704,37.2,87,18,5.5
532,Port Hedland,AU,2021-10-30 04:17:42,-20.3167,118.5667,84.25,45,8,11.5
533,Kieta,PG,2021-10-30 04:17:43,-6.2167,155.6333,84.83,73,100,8.32
534,San Lawrenz,MT,2021-10-30 04:17:43,36.0553,14.204,65.86,81,51,4.0
535,Torrington,US,2021-10-30 04:17:43,41.8007,-73.1212,48.42,91,99,4.0
536,Pula,HR,2021-10-30 04:17:44,44.8683,13.8481,45.46,87,0,4.61
537,Coahuayana,MX,2021-10-30 04:17:44,18.7333,-103.6833,77.47,90,34,1.81
538,Morada Nova,BR,2021-10-30 04:17:44,-5.1067,-38.3725,77.5,78,32,7.23
539,Rafai,CF,2021-10-30 04:17:45,4.95,23.9167,69.01,97,98,1.36
540,Graaff-Reinet,ZA,2021-10-30 04:17:45,-32.2522,24.5308,54.91,91,53,5.37
541,Goderich,CA,2021-10-30 04:17:45,43.7501,-81.7165,48.9,87,100,9.22
542,Luganville,VU,2021-10-30 04:17:46,-15.5333,167.1667,83.46,69,22,9.22
543,Shieli,KZ,2021-10-30 04:17:46,44.1667,66.75,45.01,61,0,3.0
544,Lewistown,US,2021-10-30 04:17:46,40.5992,-77.5714,52.48,93,90,4.61
545,Timbiras,BR,2021-10-30 04:17:47,-4.2553,-43.9406,73.36,90,42,3.42
546,Tahta,EG,2021-10-30 04:17:47,26.7693,31.5021,72.95,43,98,2.3
547,Uchiza,PE,2021-10-30 04:17:47,-8.4592,-76.4633,70.41,85,65,2.37
548,Shwebo,MM,2021-10-30 04:17:48,22.5667,95.7,83.95,68,12,3.96
549,Amapa,BR,2021-10-30 04:17:48,1.0,-52.0,72.16,94,24,2.21
550,Weinan,CN,2021-10-30 04:17:48,34.5036,109.5089,64.09,54,6,4.16
551,Sola,VU,2021-10-30 04:17:48,-13.8833,167.55,82.36,69,34,12.8
552,Semey,KZ,2021-10-30 04:17:49,50.4111,80.2275,39.42,65,0,4.47
553,Artigas,UY,2021-10-30 04:13:48,-30.4,-56.4667,67.42,81,0,10.78
554,Galle,LK,2021-10-30 04:13:03,6.0367,80.217,81.72,81,89,6.35
555,Piacabucu,BR,2021-10-30 04:17:49,-10.4056,-36.4344,72.73,82,59,2.93
556,Half Moon Bay,US,2021-10-30 04:13:46,37.4636,-122.4286,65.17,87,90,8.05
557,Mount Isa,AU,2021-10-30 04:18:50,-20.7333,139.5,83.97,32,99,4.61
558,Norton,ZW,2021-10-30 04:18:50,-17.8833,30.7,61.29,63,3,4.74
559,Mzimba,MW,2021-10-30 04:18:50,-11.9,33.6,64.51,67,68,6.98
560,Sangar,RU,2021-10-30 04:18:51,63.9242,127.4739,4.15,96,100,4.36
561,Willowmore,ZA,2021-10-30 04:18:51,-33.2926,23.4895,54.3,76,22,4.0
562,Parnamirim,BR,2021-10-30 04:18:51,-5.9156,-35.2628,77.34,88,20,8.05
